sasdate,PC1,PC2,PC3,PC4,PC5,PC6,regime,regime_prob_0,regime_prob_1,regime_prob_2,regime_prob_3,regime_prob_4,regime_prob_5
1959-03-01,0.21630068880646086,-0.17226179017232152,-0.016080264125001385,-0.19900299456138915,-0.3613546204510315,-0.13694276580963846,5,0.7596513075965133,0.025217273378785467,0.009507508678799572,0.01130126949525295,0.004058684197456948,0.19026395665319187
1959-04-01,0.19610737712745144,-0.15969635527323175,0.03443535620878382,-0.2124267845906751,-0.3796081578518456,-0.14523191762011373,5,0.7734883077348831,0.023189015459849215,0.008105297672851619,0.009700189550934388,0.0034084072520430262,0.18210878232943867
1959-05-01,0.07944375354552599,-0.1815200178042093,0.020888416033534904,-0.18462313529787752,-0.3114694317305671,-0.11293022939023793,5,0.4607721046077212,0.004972204504446626,0.0010352413433905993,0.0013579229104858223,0.0003711339427137755,0.531491392691242
1959-06-01,-0.09173723263571931,-0.16766676044495069,0.09752743413272119,-0.15321292620930702,-0.20978819171818544,-0.09159274575767426,1,0.0,0.9236619462380143,0.011987654197314969,0.023309488773654935,0.0037322775072280686,0.037308633283787765
1959-07-01,-0.16097793690031792,-0.08468364355030698,0.03992933363981016,-0.025466829066144375,-0.003701110275503823,-0.06878323971568055,3,0.04289470042894694,0.05638665978968443,0.031884605553616496,0.8371959947112385,0.01491234447866367,0.016725695037850093
1959-08-01,-0.40003414538365506,0.6022880217381386,-0.266359203634874,0.41365014303520886,1.3485317017641747,-0.02733731757042203,0,1.0,0.0,0.0,0.0,0.0,0.0
1959-09-01,-0.13722922704976154,-0.13526120815132917,0.08284143244039957,-0.10121906284326551,-0.01241940254193971,-0.07267635428189928,3,0.0,0.1714557730575015,0.04603486179216581,0.7208398048193492,0.022605093406910654,0.039064466924072914
1959-10-01,-0.16813074347517773,-0.06556037244567346,0.02369782030342743,0.04313052467907738,0.05390823684430657,0.03492771531915282,3,0.341773903417739,0.06221279813715357,0.11079281933107385,0.40851734619981556,0.051133404218479485,0.025569728695738637
1959-11-01,-0.14477376344603984,-0.11826678643191711,0.05624096905936411,-0.05387079689794897,-0.19456604721605192,-0.04122302061868085,1,0.0,0.6849745058360882,0.0896611630449562,0.1331843680401673,0.017126655653509102,0.07505330742527916
1959-12-01,2.9662248812694556,-0.5204010900964103,-1.234276018891772,-0.45277519866680493,-0.9386492071504934,-0.20865109909874724,0,1.0,0.0,0.0,0.0,0.0,0.0
1960-01-01,0.2890617224278146,-0.22469001909710487,-0.1600581396395959,-0.16104204369922862,-0.3301347644734747,-0.08544671242912896,5,0.9118583091185831,0.016035418670588438,0.008640350162675345,0.009396538292713792,0.003974001962458908,0.05009538179298039
1960-02-01,-0.1237778970958428,-0.15491924924403458,0.08215788192194136,-0.11478102531706062,-0.1390011449900461,-0.10042677877645534,1,0.0,0.8233075056581524,0.028586080871192056,0.09210384991052994,0.009639976950877186,0.04636258660924839
1960-03-01,-0.22292063383124017,0.1778931681726049,-0.11454509511105411,0.40042237260286007,0.5702037286163265,-0.013736437629003383,4,0.9810433098104333,0.0016769490562765553,0.002355594365403812,0.0028951146969416436,0.010759696109939695,0.0012693359610051027
1960-04-01,0.16144611105120257,-0.12764634882902692,0.0706834000661976,-0.16385354487030634,-0.20956817650660065,-0.14190170776544608,5,0.5161201051612012,0.08214651548017651,0.021774367822948414,0.03552326247005118,0.009859702351842735,0.33457604671377994
1960-05-01,-0.20306296412219163,-0.011299045428631697,0.017974390477393982,0.16730186991794138,0.12292644570466045,0.11951940731575669,2,0.765186107651861,0.023888860293206186,0.07016956930421324,0.06593233829515749,0.06191000140217368,0.012913123053388145
1960-06-01,-0.19956393081472376,0.09131268055227998,-0.06784072604628401,0.15791083164728323,0.4963551858451433,-0.00016425256549945617,4,0.9146257091462572,0.0029044894027155394,0.003910024285143843,0.0061467120975757785,0.0703844135546559,0.0020286515136517516
1960-07-01,-0.169902878743969,-0.03765438990908243,0.011173586969639368,0.10103068312669121,0.22081139534327507,-0.00019699943459130476,4,0.6212813062128132,0.02904619553484413,0.04290747376372562,0.11486626460608144,0.17600328579408317,0.015895474088452453
1960-08-01,-0.15678787910417882,-0.10854986004391894,0.04853838253165739,-0.04245897868672734,0.09444535972112784,-0.05004256263248698,3,0.02629030026290311,0.03328227889490657,0.023996859254202158,0.8821580386092976,0.021573785723439813,0.012698737255250727
1960-09-01,-0.15715566707016326,-0.07899914404912343,0.038713703014829834,0.04852393051783435,0.17196410406353027,0.07581190167805298,3,0.4746091047460909,0.05007439189767328,0.08585344109385669,0.23039428316586757,0.1340581753707496,0.025010603725761825
1960-10-01,-0.16163366080522332,-0.08641196003105676,0.037462133111078835,0.11186211683245992,0.40833789028593453,0.01866733135160674,4,0.6710945067109451,0.004346065838806732,0.005677247337734667,0.01138477250068587,0.3047448808469477,0.0027525267648799857
1960-11-01,-0.22267722114440516,0.2030455700011225,-0.12995625310420222,0.03448279441825107,0.5803652613010369,0.10966755058501135,4,0.9672063096720631,0.002583346952386455,0.003435247252365332,0.004753323865278619,0.020120826174880545,0.0019009460830259346
1960-12-01,-0.30854305824661443,0.4884370375473712,-0.25885485231107297,0.35756075165183393,1.0935106021160537,0.11310863322504129,0,1.0,0.0,0.0,0.0,0.0,0.0
1961-01-01,-0.14968644055073055,-0.1133059814683221,0.05233510085924509,0.02110855219971753,0.1453714768593731,0.1362825047871004,3,0.38881970388819714,0.0688199882737682,0.13560804984449537,0.2554800165664362,0.11757902272909368,0.03369321869800944
1961-02-01,-0.1589957605683641,-0.09281829513006769,0.04178530931292235,-0.01384593411627123,0.30381478700225995,0.008448567420561114,4,0.44140030441400313,0.04159510330750773,0.0467424572524998,0.15176694767893248,0.2951035286947606,0.023391658652296247
1961-03-01,-0.0033146728891005135,-0.1652784332761418,0.027566792334603022,-0.10833694147046186,-0.1474134104646716,-0.005218219142671122,1,0.01798810017988108,0.5415209321941709,0.08655472481095293,0.15066336465936064,0.02237909573564734,0.18089378241998727
1961-04-01,-0.09177845082814866,-0.18327677895746447,0.05299878400320261,-0.06690382365564819,-0.12951551697850333,0.10174306929464033,1,0.14805590148055914,0.30966688093218164,0.22972024395459176,0.19286511808569837,0.03029778245584366,0.08939407309112544
1961-05-01,0.1219617583747078,-0.1852696224061553,-0.017738288402173102,-0.15785551155829852,-0.2275144265317241,-0.09381837878098886,5,0.4386329043863291,0.0671410004686834,0.01697043212375326,0.024754420671102017,0.006563601894405545,0.4459376404557267
1961-06-01,0.12189636550683432,-0.1306728854031742,0.09741345852152992,-0.15640898596733765,-0.28812755555744524,-0.05193709094227882,5,0.4580047045800472,0.08495295538818715,0.022443523585429,0.026924802998442576,0.0073896957674718594,0.4002843176804221
1961-07-01,-0.07054674567041967,-0.18193123983248466,0.06202771382322187,-0.10848256371024223,-0.1436867144480489,-0.022481318607390575,1,0.0,0.7848678852300297,0.04347031888923873,0.0946300711256174,0.011160592534066606,0.06587113222104762
1961-08-01,0.004775646026346881,-0.17787520197972126,0.0674580167824817,-0.17937138426382523,-0.2989749598348901,-0.08672079367405501,5,0.0,0.2846905852715567,0.034125493445071965,0.045548036464919325,0.010724274796104147,0.6249116100223479
1961-09-01,-0.1640398430390556,-0.05194690363759596,0.016991972067177806,-0.04834879657576853,-0.0344691600941994,-0.05240113832149069,3,0.172962501729625,0.11781140444020353,0.06670057767208154,0.583298519284233,0.025136010143735125,0.0340909867301218
1961-10-01,0.12117039779289973,-0.19510566350070085,-0.02467255381191434,-0.15785426617978013,-0.31840390797180274,-0.052360463549216946,5,0.6240487062404871,0.03170629503388944,0.009918522719540872,0.010961124352623274,0.003273165875615853,0.32009218577784343
1961-11-01,0.20599427589546618,-0.17537628048561602,-0.023988091262064824,-0.18328436628050296,-0.31646231706730266,-0.117787119191659,5,0.6821641068216413,0.02908701568092313,0.0105127615325332,0.012911265102811199,0.004405221255897068,0.26091962960619425
1961-12-01,-0.06281481998304196,-0.16388540060616438,0.07446103057277165,-0.14505691837240928,-0.22255936386130817,-0.053876212615004165,1,0.0,0.8908185100354419,0.017163864822808177,0.02759320267577592,0.004613357498486275,0.05981106496748774
1962-01-01,-0.15573194383058814,-0.11344329350017014,0.05220097168328802,-0.06357010705484492,0.022910124076424836,-0.04660104977151389,3,0.0,0.01959454026985533,0.010129328228864492,0.9591999338389492,0.00535554269793601,0.005720654964395022
1962-02-01,0.13060786451722542,-0.17196873025328416,0.018438937623694612,-0.18466959654214626,-0.3019456775936769,-0.12370672583404792,5,0.549328905493289,0.006899523325538747,0.0017627010831805492,0.0023428750565598136,0.0006861472418301432,0.4389798477996017
1962-03-01,-0.09566802602537439,-0.16434589879509864,0.07704536033802621,-0.1136730949547471,-0.21880532849648698,-0.024889839880103057,1,0.0,0.9034001966292143,0.021814786626260907,0.0307421212127037,0.004792999725426318,0.0392498958063947
1962-04-01,-0.021221918475120918,-0.15126619642677042,0.09811369970011062,-0.14764509624937125,-0.25416528451312265,-0.09056352170095247,1,0.0,0.6131455277549325,0.038560593487007126,0.05935637651735334,0.011700433086638701,0.2772370691540683
1962-05-01,-0.13884325941800077,-0.15236230254226202,0.07484753281777759,-0.026551183809950748,-0.09624638248661384,0.012485334379101185,3,0.0,0.3511363576861663,0.16634070441323628,0.38573680941760663,0.03040963836859799,0.06637649011439281
1962-06-01,-0.1632332949042847,-0.06984006078911761,0.02943042536539442,0.10104152350279189,-0.13972272452055617,0.038414083944879426,2,0.4303307043033071,0.09054581685351243,0.304008877245179,0.11719644216755572,0.023045963758540632,0.034872195671905165
1962-07-01,-0.09528213327367038,-0.18154288084333467,0.0815668202858747,-0.14566111637870968,-0.21675480884276074,-0.05752187046084042,1,0.0,0.9452012041503367,0.009743254207347781,0.01643803363694449,0.00265756464611991,0.02595994335925107
1962-08-01,-0.10906211068748717,-0.13883004700287982,0.1009650497777923,-0.12792784075023242,-0.040748652207615,-0.1097625826457845,3,0.0,0.376567464845591,0.06045581960688874,0.4535014701420859,0.03041375599181454,0.07906148941361983
1962-09-01,-0.038317297475347165,-0.17670056837714565,0.062303062627733594,-0.14257436110106692,-0.17344130982680567,-0.0975372780296402,1,0.0,0.794423113790584,0.026356534144187316,0.059879512300442875,0.008999225884135263,0.11034161388065061
1962-10-01,-0.15349512084018266,-0.11095473054326453,0.04503791323601285,0.02212171286889139,-0.2101012104351522,0.11837350825284318,2,0.3224021032240212,0.1127277964108448,0.42995075729685167,0.07643757807665422,0.016902010771607176,0.04157975422002104
1962-11-01,-0.0959420370702883,-0.15146672790440652,0.09610081704776614,-0.14448613703067642,-0.08944560458187482,-0.09727769409009131,1,0.0,0.6272399701578473,0.04898486556230209,0.22018156153817245,0.02032714558155078,0.08326645716012746
1962-12-01,-0.14585077735585578,-0.1422762144179843,0.06632380896597137,-0.07439293813234463,-0.11206424804626743,-0.009869806689329644,1,0.0,0.5153945462406064,0.10379135030402699,0.29376222245438877,0.022926610605080694,0.06412527039589709
1963-01-01,-0.06292870009117753,-0.17337740531638418,0.07954597005094428,-0.14290683898896953,-0.12589658017713104,-0.09614909393245533,1,0.0,0.7697113118886056,0.03262652425755761,0.10321027672215877,0.012259269863140706,0.08219261726853723
1963-02-01,-0.058050127344922,-0.15658009360534667,0.1166140249101526,-0.13958258307028049,-0.2167574381734844,-0.06625645042298497,1,0.0,0.8628065715928778,0.021771298277241388,0.03731509840610089,0.006215870640902138,0.0718911610828778
1963-03-01,-0.10025289820508042,-0.18374699020331087,0.07803089682057149,-0.14095056675714832,-0.23622125095139426,-0.06925086123150878,1,0.0,0.9067506417950836,0.01614705368670599,0.02560580645142545,0.0044029271732105675,0.04709357089357444
1963-04-01,0.0539409086987349,-0.13719058327829325,0.10963150642799128,-0.18394240585172753,-0.2851340489195174,-0.1166185629178473,5,0.24491490244914904,0.15514601658492827,0.02467881695716114,0.03571253913714497,0.00886162162884861,0.530686103242768
1963-05-01,-0.1118474342516844,-0.17150199388544612,0.09594481304812064,-0.13134602849519894,-0.18249436953483844,-0.08094316448995524,1,0.0,0.9669702425481009,0.005920330560388967,0.013007249041062251,0.0017762477402156424,0.01232593011023223
1963-06-01,-0.11820869850313033,-0.17950083182121232,0.07783696329366692,-0.1346135934663044,-0.17393288395827364,-0.07415481671473381,1,0.0,0.9557471230408225,0.008030080196598654,0.01821363251214644,0.0023986699909357805,0.015610494259496545
1963-07-01,-0.11033754115813522,-0.15752452005375736,0.09159487344731153,-0.1251003488412033,-0.17692026185469434,-0.0826344545826536,1,0.0,0.9669743460707557,0.005918782358245782,0.013649803805429194,0.001763101912870628,0.011693965852698513
1963-08-01,-0.09166118202571394,-0.17929506900329636,0.08003622776293327,-0.14232318562789045,-0.21012777494193668,-0.08224805155969515,1,0.0,0.9560236589264358,0.007141987666734204,0.013388102139345623,0.002110449311014871,0.021335801956469502
1963-09-01,-0.10101748905970882,-0.17706190597067442,0.09676508906957658,-0.1474462695740608,-0.2658420025437631,-0.05393475551794537,1,0.0,0.803700819000765,0.035407616357283817,0.047900777144149365,0.009138193124464681,0.10385259437333712
1963-10-01,0.021352728859854564,-0.16854424427394324,0.07358743155219384,-0.18058732693525212,-0.2653068813062042,-0.13551458569101688,5,0.0,0.25654122171091187,0.029364332256900442,0.047071811641581474,0.010765437485527525,0.6562571969050788
1963-11-01,-0.150406733165232,-0.1063960445948543,0.04639554497386301,-0.058432533415257316,-0.14675533858856835,-0.023159801937188508,1,0.0,0.5426446176736621,0.12084043430333188,0.23980208132057643,0.023261549091278425,0.07345131761115115
1963-12-01,-0.09823533355178736,-0.17858614160697278,0.08480583899028127,-0.1500054227028654,-0.19183529913457767,-0.09558180330140609,1,0.0,0.9376407865192433,0.009883313312031076,0.021259435287480182,0.003182993783639137,0.028033471097606188
1964-01-01,-0.02640215911897524,-0.1876904347566076,0.05113265811043291,-0.16299174679588693,-0.24249900800523405,-0.10241004717916885,1,0.0,0.576175418568768,0.03504833611392479,0.057885882131672714,0.011414842714818386,0.3194755204708162
1964-02-01,-0.06122792972271308,-0.17646243106140308,0.08808804126175793,-0.16747986677192792,-0.29154152811667494,-0.09017912005243739,1,0.0,0.6087190611263513,0.04387325257281263,0.060884060800970086,0.013035771622682102,0.2734878538771839
1964-03-01,-0.11445972168422425,-0.15180447305440797,0.09460813616990729,-0.13418158177888914,-0.1724419723243231,-0.0959654072676262,1,0.0,0.926348165929863,0.012578507570527009,0.031076024644583942,0.004022872733965707,0.02597442912106031
1964-04-01,-0.03699650333337456,-0.1942782625214613,0.05721502969448242,-0.17239757927507154,-0.29319666243306225,-0.08101247727142734,1,0.0,0.4821970362713783,0.04371690385862873,0.05863589044711712,0.013047300152156483,0.40240286927071944
1964-05-01,0.022572217716773427,-0.18290700041986105,0.03317798559418852,-0.15810801993422408,-0.25030726789341773,-0.09657716593367806,5,0.0,0.2781999532850052,0.030861764190081374,0.047012246285555385,0.010186433936815526,0.6337396023025426
1964-06-01,-0.11454568865406238,-0.15304063270004248,0.08493292469120625,-0.11501123164998668,-0.17843786581402155,-0.09545046152317113,1,0.0,0.9406001423243939,0.010569165111366283,0.02495676382309614,0.0031933325540077937,0.020680596187135893
1964-07-01,0.05562565023702849,-0.16863822587395536,0.0557046673508503,-0.17584908973169022,-0.28091299321952995,-0.11147784881907281,5,0.0,0.08642994013380359,0.013311101630349266,0.019058193997246144,0.0046747278251035125,0.8765260364134976
1964-08-01,-0.11757139548278643,-0.16635033515013467,0.07866117328043223,-0.13660738700068478,-0.25485172262837336,-0.09173817633694903,1,0.0,0.8421730896252618,0.027659474867778488,0.04296367253479099,0.007721391153513443,0.07948237181865521
1964-09-01,-0.08119766185709597,-0.16819329290531893,0.10352142177618452,-0.17109230481059612,-0.2568197048803891,-0.1120607295834625,1,0.0,0.7321910773131224,0.03484153034122034,0.05780690726223281,0.011266978944453053,0.16389350613897136
1964-10-01,-0.1927429335023401,0.04392020413737451,-0.03479581305078669,0.09920882299151543,0.21568913363730594,-0.08234036672199227,4,0.787325307873253,0.019917258765053295,0.025246742712067973,0.06508332977464397,0.0908949417873045,0.01153241908767722
1964-11-01,0.6782551750622483,-0.1803412708846936,-0.1797086501336262,-0.225042486645288,-0.4427123240380402,-0.1632846293959248,0,0.9865781098657812,0.002808083415301609,0.0019862921383313643,0.0020999065524701507,0.0012599393301606474,0.005267668697955024
1964-12-01,0.1717535755268336,-0.18682189156118004,-0.025426964584169456,-0.1864372882809133,-0.3353368804853732,-0.12263396603841809,5,0.660024906600249,0.023500134261710482,0.00781712271145543,0.009512766084721522,0.0031459694995602376,0.2959991008423033
1965-01-01,-0.06357652291819911,-0.19813037688982185,0.05924738492225318,-0.17814024441062154,-0.2761980294543008,-0.11028491343002565,1,0.0,0.5880936849457283,0.041413309477033394,0.06307619864920574,0.013388975669836298,0.2940278312581963
1965-02-01,-0.0019576514778203422,-0.15369599083931137,0.08809493294420966,-0.13457361557716516,-0.2306497410309073,-0.06644180200466625,1,0.0,0.6133895393319961,0.04167364533048634,0.06440099458971187,0.012057843860834007,0.2684779768869717
1965-03-01,-0.0034071369998350306,-0.17921608876487638,0.07202632414037186,-0.190198461262028,-0.3080279026576818,-0.12407621556032256,5,0.08994050089940513,0.2503444823963817,0.03107713944935938,0.043951023988182375,0.010663761306891522,0.5740230919597801
1965-04-01,-0.046875024971799246,-0.17220739620275252,0.08161651890101698,-0.16618107530967258,-0.23904756564194685,-0.11315233719520204,1,0.0,0.6969928976431511,0.03128384154742809,0.05487325902190194,0.010402533786196442,0.20644746800132247
