strategy,family,mode,l_value,forecast_mode,control_group,comparison,mean_return,gross_mean_return,volatility,sharpe_monthly,sharpe_annualized,sortino_monthly,sortino_annualized,avg_drawdown,max_drawdown,positive_return_pct,cumulative_return,avg_monthly_turnover,annualized_turnover,mean_transaction_cost,total_transaction_cost,cost_drag_mean_return
black_litterman_lns_l2,black_litterman,lns,2,soft,treatment,bl_vs_mvo,0.001551108886483096,0.003365795394889799,0.04513045774522052,0.03436944724203166,0.11905925770251372,0.04484290086979976,0.15534036533053555,-0.3552491055399264,-0.6573038342762285,0.5776173285198556,0.14994779279766401,0.9073432542033504,10.888119050440205,0.001814686508406701,0.5026681628286562,0.0018146865084067028
black_litterman_lns_l3,black_litterman,lns,3,soft,treatment,bl_vs_mvo,0.0018366680317340118,0.003501863727730315,0.042121973571376356,0.043603560707376365,0.15104716507217958,0.05654822186963561,0.1958887867117728,-0.2916205653348272,-0.6161418062005045,0.5848375451263538,0.2914365026059036,0.8325978479981513,9.991174175977815,0.0016651956959963024,0.4612592077909758,0.001665195695996303
black_litterman_lns_l4,black_litterman,lns,4,soft,treatment,bl_vs_mvo,0.0024195096612899232,0.0038782813267315623,0.040661140723873106,0.059504224874571035,0.20612868149552166,0.07891979034845459,0.2733861732124145,-0.2327662481998143,-0.5842654024862733,0.6028880866425993,0.5461584883301722,0.7293858327208196,8.752629992649835,0.0014587716654416393,0.4040797513273341,0.001458771665441639
black_litterman_lo_l2,black_litterman,lo,2,soft,treatment,bl_vs_mvo,0.008281257945405318,0.009712567671719933,0.048438901483646914,0.17096295935202185,0.5922330636200691,0.24671503845021722,0.8546459631741706,-0.14345417773597674,-0.5189220976725968,0.6245487364620939,6.072581493214349,0.7156548631573076,8.587858357887692,0.0014313097263146152,0.3964727941891484,0.0014313097263146148
black_litterman_lo_l3,black_litterman,lo,3,soft,treatment,bl_vs_mvo,0.007821582380241273,0.009246383435518136,0.04555054752252535,0.17171214849554545,0.5948283309421929,0.24518237410755928,0.8493366581493053,-0.122558022356484,-0.49110393576473854,0.6245487364620939,5.469080758504422,0.7124005276384313,8.548806331661176,0.0014248010552768626,0.3946698923116909,0.0014248010552768628
black_litterman_lo_l4,black_litterman,lo,4,soft,treatment,bl_vs_mvo,0.007704602353415794,0.009091898372295166,0.04355238741563858,0.17690424820774034,0.6128142919411635,0.25636909010531317,0.8880885791052119,-0.11389497517607469,-0.4630733756951262,0.631768953068592,5.4303831428128415,0.6936480094396869,8.323776113276242,0.0013872960188793739,0.3842809972295866,0.0013872960188793726
black_litterman_los_l2,black_litterman,los,2,soft,treatment,bl_vs_mvo,0.002418434145867671,0.004086716625317289,0.05314936742867263,0.04550259509886456,0.157625613174936,0.06035272017512685,0.20906795543661386,-0.36832284511016156,-0.6955843281155525,0.5740072202166066,0.30660990340284777,0.834141239724809,10.009694876697708,0.0016682824794496181,0.4621142468075442,0.0016682824794496181
black_litterman_los_l3,black_litterman,los,3,soft,treatment,bl_vs_mvo,0.0020040500488584085,0.003617202177503384,0.04840786429663813,0.04139926596591429,0.14341126409804117,0.05378840373728974,0.18632849626202702,-0.32036496890137245,-0.6439025020917746,0.5848375451263538,0.24593910305833266,0.8065760643224871,9.678912771869845,0.0016131521286449743,0.4468431396346579,0.0016131521286449754
black_litterman_los_l4,black_litterman,los,4,soft,treatment,bl_vs_mvo,0.0017476584300347164,0.0033185294861879096,0.04516834150142412,0.03869210982607396,0.13403340014159018,0.05043005371533588,0.17469483052677875,-0.30142954496568336,-0.6214123425943854,0.5884476534296029,0.21360286403218076,0.785435528076597,9.425226336919163,0.0015708710561531938,0.4351312825544347,0.0015708710561531931
black_litterman_mx_l2,black_litterman,mx,2,soft,treatment,bl_vs_mvo,0.008843392635706169,0.010309999877156594,0.04823150160415609,0.18335304399778707,0.6351535758531579,0.26920062214673895,0.9325383099746067,-0.09286498778632292,-0.4137683379459358,0.6245487364620939,7.28543393853745,0.7333036207252124,8.799643448702549,0.0014666072414504247,0.40625020588176763,0.0014666072414504256
