strategy,family,mode,l_value,forecast_mode,control_group,comparison,mean_return,gross_mean_return,volatility,sharpe_monthly,sharpe_annualized,sortino_monthly,sortino_annualized,avg_drawdown,max_drawdown,positive_return_pct,cumulative_return,avg_monthly_turnover,annualized_turnover,mean_transaction_cost,total_transaction_cost,cost_drag_mean_return
black_litterman_lns_l1,black_litterman,lns,1,soft,treatment,bl_vs_mvo,0.00900769537045575,0.009137072654601714,0.05077902512926779,0.1773900807966464,0.6144972653970795,0.26832371114213927,0.9295006011472409,-0.17107526179972168,-0.4894732841100774,0.6209386281588448,7.3938896861953864,0.25875456829192706,3.105054819503125,0.00012937728414596353,0.0358375077084319,0.00012937728414596367
black_litterman_lns_l2,black_litterman,lns,2,soft,treatment,bl_vs_mvo,0.008321614836796063,0.008425900030711635,0.046095248008651814,0.18053086155939857,0.6253772491101229,0.26382084923833304,0.9139022299535235,-0.15434800430720527,-0.5044788528865207,0.6173285198555957,6.385313842262861,0.20857038783114049,2.502844653973686,0.00010428519391557026,0.02888699871461296,0.00010428519391557194
black_litterman_lns_l3,black_litterman,lns,3,soft,treatment,bl_vs_mvo,0.007025253738229127,0.007152820981349946,0.04283855476040617,0.16399371494955908,0.5680908928292081,0.23507914608732344,0.8143380496463013,-0.14301821450359495,-0.487094619579285,0.6353790613718412,4.3812242056905095,0.2551344862416399,3.061613834899679,0.00012756724312081998,0.03533612634446713,0.00012756724312081892
black_litterman_lns_l4,black_litterman,lns,4,soft,treatment,bl_vs_mvo,0.006947137949452037,0.007047297106009907,0.041247989343792,0.16842367494690044,0.5834367244109939,0.2424086713520579,0.8397282699540609,-0.1344323863025713,-0.45754652743614366,0.631768953068592,4.366836403278694,0.20031831311574058,2.403819757388887,0.00010015915655787028,0.027744086366530068,0.0001001591565578698
black_litterman_lns_l5,black_litterman,lns,5,soft,treatment,bl_vs_mvo,0.00749641209043949,0.00753202305133317,0.040587528017581705,0.184697429397331,0.6398106634870857,0.2709607234638259,0.9386354797899337,-0.12044092402386379,-0.4276467663996353,0.6462093862815884,5.294572814034053,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549511,3.5610960893679884e-05
black_litterman_lns_l6,black_litterman,lns,6,soft,treatment,bl_vs_mvo,0.007496412090439492,0.00753202305133317,0.040587528017581705,0.18469742939733103,0.6398106634870858,0.270960723463826,0.938635479789934,-0.12044092402386386,-0.4276467663996354,0.6462093862815884,5.2945728140340504,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549511,3.561096089367815e-05
black_litterman_lns_l7,black_litterman,lns,7,soft,treatment,bl_vs_mvo,0.00749641209043949,0.00753202305133317,0.040587528017581705,0.184697429397331,0.6398106634870857,0.27096072346382594,0.9386354797899339,-0.12044092402386379,-0.4276467663996353,0.6462093862815884,5.294572814034054,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549513,3.5610960893679884e-05
black_litterman_lns_l8,black_litterman,lns,8,soft,treatment,bl_vs_mvo,0.00749641209043949,0.00753202305133317,0.040587528017581705,0.184697429397331,0.6398106634870857,0.27096072346382594,0.9386354797899339,-0.12044092402386379,-0.4276467663996353,0.6462093862815884,5.294572814034054,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549511,3.5610960893679884e-05
black_litterman_lns_l9,black_litterman,lns,9,soft,treatment,bl_vs_mvo,0.007496412090439492,0.00753202305133317,0.040587528017581705,0.18469742939733103,0.6398106634870858,0.27096072346382594,0.9386354797899339,-0.12044092402386379,-0.4276467663996353,0.6462093862815884,5.294572814034053,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549511,3.561096089367815e-05
black_litterman_lns_l10,black_litterman,lns,10,soft,treatment,bl_vs_mvo,0.007496412090439492,0.00753202305133317,0.040587528017581705,0.18469742939733103,0.6398106634870858,0.27096072346382594,0.9386354797899339,-0.12044092402386379,-0.4276467663996353,0.6462093862815884,5.294572814034053,0.0712219217873611,0.8546630614483333,3.561096089368055e-05,0.009864236167549511,3.561096089367815e-05
black_litterman_lo_l1,black_litterman,lo,1,soft,treatment,bl_vs_mvo,0.012290453539068838,0.012389072727706615,0.05328526160838234,0.23065390256309484,0.799008556406643,0.38279328753351494,1.3260348456087399,-0.09841645099244165,-0.3802118859379764,0.6101083032490975,19.04004504400136,0.19723837727555574,2.366860527306669,9.861918863777788e-05,0.027317515252664473,9.861918863777672e-05
black_litterman_lo_l2,black_litterman,lo,2,soft,treatment,bl_vs_mvo,0.011637753058550512,0.011707380786248533,0.04692740209547787,0.2479948290099779,0.8590792877192757,0.40065450796878216,1.3879079281668805,-0.0900078403389089,-0.3488724294909944,0.631768953068592,17.248674341159248,0.13925545539603948,1.6710654647524739,6.962772769801974e-05,0.019286880572351468,6.962772769802082e-05
black_litterman_lo_l3,black_litterman,lo,3,soft,treatment,bl_vs_mvo,0.009784085924153871,0.009895671504696972,0.042788468482060506,0.22866174628932903,0.7921075246410841,0.3640290516754525,1.2610336258660002,-0.08606374794728691,-0.33765894558492493,0.6353790613718412,10.547923556698098,0.22317116108619783,2.678053933034374,0.0001115855805430989,0.030909205810438396,0.00011158558054310055
black_litterman_lo_l4,black_litterman,lo,4,soft,treatment,bl_vs_mvo,0.009358889377093444,0.009454043711493117,0.04066570143606476,0.23014208649044535,0.7972355735227244,0.3637271109607339,1.2599876725484676,-0.08593784986067005,-0.33439054031524085,0.6425992779783394,9.52303994184851,0.19030866879934885,2.2837040255921863,9.515433439967443e-05,0.026357750628709816,9.515433439967295e-05
black_litterman_lo_l5,black_litterman,lo,5,soft,treatment,bl_vs_mvo,0.009038629697613182,0.009132598506886282,0.03988367758238672,0.22662478100075675,0.7850512698949613,0.3596200417334615,1.2457603674047906,-0.07946004760597697,-0.3253213990359376,0.6462093862815884,8.722616255186125,0.1879376185462004,2.2552514225544047,9.39688092731002e-05,0.026029360168648756,9.396880927309975e-05
black_litterman_lo_l6,black_litterman,lo,6,soft,treatment,bl_vs_mvo,0.009679302933961033,0.00974624958365946,0.03931738277180534,0.24618380603151696,0.8528057200945376,0.3930588830968169,1.3615959117799252,-0.0773356769263264,-0.32296235257070993,0.6498194945848376,10.663220451199175,0.13389329939685565,1.6067195927622677,6.694664969842783e-05,0.01854422196646451,6.694664969842702e-05
black_litterman_lo_l7,black_litterman,lo,7,soft,treatment,bl_vs_mvo,0.009533048705219635,0.009594410435968764,0.03861944645713912,0.24684581421434054,0.8550989837098911,0.39425934463978524,1.3657544325498325,-0.07465584985923525,-0.3210605361669687,0.6425992779783394,10.287756891373064,0.12272346149825453,1.4726815379790543,6.136173074912726e-05,0.01699719941750825,6.136173074912897e-05
black_litterman_lo_l8,black_litterman,lo,8,soft,treatment,bl_vs_mvo,0.009320946662958024,0.009376177167644818,0.03843854206940989,0.24248959927061875,0.8400086124874573,0.38488633221049573,1.3332853650548246,-0.0761503391626873,-0.32969763270058383,0.6498194945848376,9.667594299638111,0.11046100937358704,1.3255321124830444,5.523050468679352e-05,0.015298849798241806,5.5230504686793955e-05
black_litterman_lo_l9,black_litterman,lo,9,soft,treatment,bl_vs_mvo,0.009423605034215129,0.009471006169626135,0.03805385190059448,0.24763866372402402,0.8578454949769468,0.39570024095557377,1.3707458438046016,-0.07437179663836287,-0.336435524900344,0.6534296028880866,10.019254355239962,0.09480227082201348,1.1376272498641617,4.740113541100673e-05,0.013130114508848864,4.740113541100606e-05
